date,unidadmedida,amazonas,antioquia,arauca,atlantico,bogota,bolivar,boyaca,caldas,caqueta,casanare,cauca,cesar,choco,cordoba,cundinamarca,guainia,guaviare,huila,la guajira,magdalena,meta,narino,norte de santander,putumayo,quindio,risaralda,san andres providencia,santander,sucre,tolima,valle del cauca,vaupes,vichada
2021-06-23,mm,0.0,67.835,0.7,36.9,4.35,51.98,121.1,72.6,19.41091113610799,21.5,99.0,2.8,22.200000000000003,0.1,86.676,8.387361769352292,5.676525821596243,26.9,0.0,33.269999999999996,58.6,96.03,60.4,48.4,4.7,11.8,0.0,24.6,31.4,18.3,49.5,4.17710843373494,7.151162790697675
2021-06-24,mm,9.21,104.189,15.1,27.65,0.37,148.34,139.793,76.8,19.41091113610799,0.4,79.30000000000001,9.8,11.7,11.8,40.425,8.387361769352292,5.676525821596243,1.1,0.0,159.39,5.2,17.58,143.9,10.0,15.7,61.8,12.3,20.599999999999998,29.099999999999998,23.2,57.7,4.17710843373494,7.151162790697675
2021-06-25,mm,20.63,121.95100000000001,22.2,25.68,16.82,53.86,48.0,38.0,19.41091113610799,18.2,124.0,81.2,14.4,63.8,123.283,8.387361769352292,5.676525821596243,5.2,0.44,40.86,82.0,28.414,79.10000000000001,1.9,6.0,45.8,77.6,16.599999999999998,20.7,39.1,40.4,4.17710843373494,7.151162790697675
2021-06-26,mm,0.64,109.47800000000001,25.3,35.92,0.64,70.31,70.81700000000001,121.7,19.41091113610799,146.20000000000002,99.00000000000001,8.6,7.699999999999999,39.8,72.1,8.387361769352292,5.676525821596243,5.5,0.1,106.98,74.9,14.348,56.0,2.4,2.5,2.5,0.0,51.4,73.30000000000001,16.099999999999998,47.300000000000004,4.17710843373494,7.151162790697675
2021-06-27,mm,0.01,49.503,29.8,28.52,0.51,19.49,51.0,70.9,19.41091113610799,1.5,125.2,1.8,5.0,38.699999999999996,62.6,8.387361769352292,5.676525821596243,38.5,1.2,79.96,6.0,30.6,21.3,7.6,7.7,10.1,12.3,0.2,2.9,67.2,35.9,4.17710843373494,7.151162790697675
2021-06-28,mm,0.0,46.949999999999996,37.1,25.130000000000003,2.9400000000000004,37.82,59.8,101.3,19.41091113610799,54.4,84.8,1.2,7.8,2.4000000000000004,163.975,8.387361769352292,5.676525821596243,33.0,0.2,26.11,45.2,21.204,12.4,18.4,0.30000000000000004,7.6,5.9,15.4,6.5,11.2,31.8,4.17710843373494,7.151162790697675
2021-06-29,mm,38.53,76.808,29.5,25.52,0.0,3.44,18.099999999999998,15.2,6.7,14.0,112.2,0.0,86.3,0.2,14.858,8.387361769352292,5.676525821596243,24.400000000000002,0.3,23.09,111.5,19.476,27.900000000000002,13.0,3.4,2.4000000000000004,39.4,1.3,0.0,11.2,26.5,4.17710843373494,7.151162790697675
2021-06-30,mm,0.05,85.60000000000001,60.400000000000006,30.400000000000002,1.22,21.619999999999997,49.064,33.1,37.9,133.1,113.0,0.0,1.9000000000000001,86.19999999999999,107.89399999999999,8.387361769352292,5.676525821596243,116.6,0.0,46.7,205.8,112.583,89.3,110.0,1.2,1.6,0.0,7.2,10.9,19.6,30.9,4.17710843373494,7.151162790697675
2021-07-01,mm,0.0,140.4,8.1,53.34,2.8,154.74,54.673,82.1,19.41091113610799,13.8,98.60000000000001,112.9,52.7,22.8,129.20000000000002,8.387361769352292,5.676525821596243,23.599999999999998,0.33999999999999997,135.2,62.7,15.515,97.0,10.0,19.2,12.9,9.5,79.30000000000001,69.2,12.9,51.4,4.17710843373494,7.151162790697675
2021-07-02,mm,0.0,141.34199999999998,17.400000000000002,38.959999999999994,0.58,122.03,10.780999999999999,50.9,0.0,0.4,101.7,3.0999999999999996,41.4,17.2,12.166,8.387361769352292,5.676525821596243,1.8,0.1,35.33,45.0,0.609,40.599999999999994,0.1,0.0,8.4,0.0,11.100000000000001,40.9,0.2,38.7,4.17710843373494,7.151162790697675
2021-07-03,mm,0.0,79.2,20.4,35.61,0.1,98.47,14.3,54.6,0.0,0.4,84.0,24.0,141.5,39.5,24.672,8.387361769352292,5.676525821596243,4.7,12.64,49.71,35.3,3.8,99.60000000000001,0.8,0.0,7.700000000000001,0.0,27.599999999999998,25.3,0.6000000000000001,35.199999999999996,4.17710843373494,7.151162790697675
2021-07-04,mm,0.0,79.39999999999999,15.0,38.690000000000005,0.1,98.66,49.693,12.200000000000001,0.0,17.3,75.3,2.6,58.1,32.6,50.32,8.387361769352292,5.676525821596243,5.5,2.09,45.65,17.1,21.338,55.7,5.800000000000001,0.0,0.7000000000000001,0.0,13.3,5.8999999999999995,0.1,10.1,4.17710843373494,7.151162790697675
2021-07-05,mm,18.88,72.875,14.3,18.85,1.6,3.24,51.298,5.0,4.4,9.899999999999999,100.2,10.5,39.8,18.7,19.9,8.387361769352292,5.676525821596243,5.1,0.97,48.52,43.0,10.1,33.4,4.199999999999999,4.8,0.5,0.0,21.6,15.5,0.5,19.9,4.17710843373494,7.151162790697675
2021-07-06,mm,7.38,54.50000000000001,82.5,11.86,0.19,25.0,71.013,0.30000000000000004,7.1,171.29999999999998,73.5,33.4,1.5,25.9,40.966,8.387361769352292,5.676525821596243,28.900000000000002,0.14,29.299999999999997,77.6,53.177,0.9,27.9,0.1,1.2,1.5,1.1,12.2,5.7,18.8,4.17710843373494,7.151162790697675
2021-07-07,mm,12.58,78.6,8.2,39.14,0.0,4.3,52.575,47.1,1.6,23.8,96.4,0.4,10.8,0.4,28.4,8.387361769352292,5.676525821596243,3.3000000000000003,0.01,23.79,18.0,5.0,17.099999999999998,3.7,0.2,3.3,2.2,19.1,0.0,1.0,42.6,4.17710843373494,7.151162790697675
2021-07-08,mm,0.13,82.231,28.7,25.67,15.19,0.4,53.411,151.3,21.799999999999997,42.3,67.1,0.0,64.1,39.3,162.348,8.387361769352292,5.676525821596243,10.3,0.0,20.03,164.5,16.211000000000002,52.5,1.2,0.8,42.1,3.3,0.8999999999999999,10.5,1.1,28.3,4.17710843373494,7.151162790697675
2021-07-09,mm,9.979999999999999,219.523,105.4,17.88,5.1,26.509999999999998,114.942,156.6,103.3,98.8,92.5,0.6,98.9,62.5,270.197,4.6,5.676525821596243,105.2,0.0,35.9,217.68,84.577,189.60000000000002,26.400000000000002,29.0,22.7,3.3,37.5,29.0,27.9,49.6,15.4,7.151162790697675
2021-07-10,mm,0.08,72.014,36.2,15.68,0.1,21.82,78.922,93.5,32.9,35.300000000000004,97.3,11.9,60.5,55.2,47.737,1.5,5.676525821596243,43.3,0.0,23.84,104.3,21.361,176.2,6.3,7.0,12.0,61.7,27.9,46.1,29.6,24.9,0.0,7.151162790697675
2021-07-11,mm,4.32,238.93800000000002,32.2,18.24,0.6000000000000001,32.28,107.598,423.2,43.9,19.2,75.4,1.2,23.699999999999996,42.0,103.593,8.387361769352292,5.676525821596243,165.6,0.0,27.310000000000002,53.5,54.478,49.7,42.0,22.599999999999998,90.69999999999999,21.1,23.0,60.5,337.8,40.1,4.17710843373494,7.151162790697675
2021-07-12,mm,0.0,98.818,66.4,27.87,0.6599999999999999,0.1,53.92,34.4,115.6,26.0,147.1,0.0,54.6,50.1,47.165,8.387361769352292,5.676525821596243,184.4,0.1,23.33,39.1,41.431000000000004,34.6,63.8,18.0,31.1,0.0,4.0,0.0,73.9,98.2,4.17710843373494,7.151162790697675
2021-07-13,mm,0.69,21.868000000000002,69.9,15.95,3.56,17.3,57.339999999999996,70.2,6.0,104.1,147.89999999999998,0.0,507.29999999999995,68.1,79.6,0.0,5.676525821596243,93.89999999999999,0.0,25.830000000000002,99.05000000000001,91.89999999999999,116.1,10.2,2.3000000000000003,1.3,2.8000000000000003,18.7,0.1,29.3,63.800000000000004,8.2,7.151162790697675
2021-07-14,mm,32.86,2.3,25.099999999999998,24.47,17.13,50.1,152.34,108.7,11.0,67.0,118.2,0.2,1044.7,28.8,93.923,19.8,5.676525821596243,5.1,0.01,28.95,87.26,15.722,4.2,3.4000000000000004,0.1,0.2,0.1,79.2,0.6,19.0,101.0,10.0,7.151162790697675
2021-07-15,mm,0.8,117.604,5.5,29.0,0.04,5.5,20.43,43.5,0.1,64.1,93.9,39.4,1067.8,16.0,78.486,9.7,5.676525821596243,8.8,0.0,29.52,18.349999999999998,11.3,3.0,2.0,1.6,20.0,2.8,31.4,1.0,28.6,40.2,43.4,7.151162790697675
2021-07-16,mm,7.609999999999999,257.61899999999997,46.8,23.31,3.0900000000000003,30.2,167.04,136.6,12.2,162.4,222.4,1.4,1054.8,72.10000000000001,91.45,20.1,5.676525821596243,3.5,0.0,26.31,45.120000000000005,70.112,36.7,6.3,2.0,83.69999999999999,0.0,27.1,25.4,4.0,18.9,2.8,7.151162790697675
2021-07-17,mm,28.39,144.804,26.7,15.2,0.0,22.900000000000002,76.88,81.6,27.2,120.41000000000001,142.3,0.6,1008.1999999999999,53.8,61.724,0.0,5.676525821596243,70.4,0.0,27.880000000000003,96.57,109.954,30.3,44.3,37.7,28.8,17.4,8.5,5.2,29.4,49.7,13.6,7.151162790697675
2021-07-18,mm,16.919999999999998,295.4,53.6,24.93,0.73,62.60000000000001,147.39000000000001,105.4,61.6,213.97,151.5,1.2,1052.1,84.3,46.6,12.0,5.676525821596243,208.9,0.0,33.83,96.76,164.549,0.7999999999999999,129.0,25.5,49.2,0.1,34.0,0.6,168.1,83.7,17.4,7.151162790697675
2021-07-19,mm,27.740000000000002,28.299999999999997,56.4,28.04,0.5,88.8,95.29899999999999,8.2,71.9,45.2,134.4,1.9,1008.9,48.0,39.3,9.8,5.676525821596243,85.6,0.5,49.44,13.49,93.89500000000001,10.2,103.5,0.1,0.30000000000000004,8.9,1.1,81.1,4.1,14.4,3.4,7.151162790697675
2021-07-20,mm,0.0,18.9,4.6,30.189999999999998,0.1,0.30000000000000004,20.79,0.2,18.5,19.1,99.7,0.2,998.6999999999999,13.5,39.845,4.6,5.676525821596243,30.4,0.2,31.66,84.58,63.080999999999996,5.0,57.4,0.0,0.30000000000000004,4.6,0.4,0.6,0.2,24.0,1.4,7.151162790697675
2021-07-21,mm,0.0,5.8,118.3,25.83,3.08,0.0,61.954,128.0,48.1,258.83,131.1,0.0,1035.5,19.0,124.739,2.6,5.676525821596243,74.3,0.0,48.519999999999996,233.48000000000002,38.997,72.0,46.8,0.1,1.4000000000000001,1.8,3.8,0.6,5.9,46.2,13.6,7.151162790697675
2021-07-22,mm,0.0,17.6,100.9,33.14,7.91,4.1,146.225,673.9,0.0,375.28,144.60000000000002,0.0,1062.6999999999998,38.3,102.596,6.6,5.676525821596243,49.4,0.0,36.66,188.55,107.064,74.8,76.1,3.6,0.2,0.0,18.0,0.3,15.0,31.1,16.6,7.151162790697675
2021-07-23,mm,0.0,36.948,35.5,23.81,8.68,84.2,164.57999999999998,682.3000000000001,0.1,16.3,119.1,30.2,1093.0,117.0,101.8,8.8,5.676525821596243,26.8,0.0,37.24,47.269999999999996,62.553,25.8,20.0,1.3,21.7,9.2,10.4,0.3,16.4,24.7,7.6,7.151162790697675
2021-07-24,mm,0.11,155.768,37.0,118.48,16.9,149.78,164.63,655.4,0.1,47.230000000000004,122.2,320.40000000000003,1285.0,150.2,20.061,22.1,5.676525821596243,2.3000000000000003,4.6899999999999995,175.27,20.689999999999998,14.408999999999999,71.8,0.2,102.5,112.39999999999999,10.1,99.8,275.9,1.6,128.8,2.6,7.151162790697675
2021-07-25,mm,0.2,171.116,47.3,21.26,8.25,165.4,192.071,370.0,0.1,9.969999999999999,96.4,59.800000000000004,1173.8999999999999,63.9,256.5,17.5,5.676525821596243,1.9999999999999998,3.0100000000000002,43.98,10.31,20.9,136.6,0.9,66.3,69.8,3.8,92.9,66.2,95.4,193.3,4.17710843373494,7.151162790697675
2021-07-26,mm,8.8,85.959,201.1,28.85,25.35,62.050000000000004,141.867,130.70000000000002,2.5,274.64,162.4,40.4,1401.1,141.8,127.832,27.4,5.676525821596243,67.1,10.54,87.19,35.73,29.555999999999997,66.3,4.800000000000001,57.7,78.19999999999999,4.6,14.0,8.1,239.4,155.1,4.17710843373494,7.151162790697675
2021-07-27,mm,27.189999999999998,219.29999999999998,28.9,107.55,0.86,113.17,172.06,262.9,49.599999999999994,124.66,161.5,33.9,1086.6,234.1,91.419,41.0,5.676525821596243,57.4,2.2800000000000002,225.04,23.18,67.89,96.3,3.1,42.6,102.8,19.4,45.9,17.0,112.4,195.5,4.17710843373494,7.151162790697675
2021-07-28,mm,0.03,22.915999999999997,101.8,42.57,1.8299999999999998,36.98,240.988,20.7,12.399999999999999,89.85,59.5,5.6,976.9,29.8,150.91400000000002,2.5,5.676525821596243,10.8,0.5700000000000001,26.86,47.4,20.116,47.5,1.4,0.9,0.30000000000000004,3.7,29.099999999999998,3.8000000000000003,44.6,9.5,4.17710843373494,7.151162790697675
2021-07-29,mm,0.45,201.37900000000002,61.1,38.34,0.05,107.96000000000001,126.83,259.0,14.3,92.1,149.8,25.599999999999998,1083.2,333.7,95.13,0.8,5.676525821596243,98.8,3.0300000000000002,35.79,174.9,21.746000000000002,11.3,33.5,14.2,7.1,6.1,2.6,292.5,55.300000000000004,159.7,4.17710843373494,7.151162790697675
2021-07-30,mm,0.0,128.469,63.099999999999994,41.7,4.92,17.68,126.01,449.9,0.0,192.11,106.3,10.1,985.6,60.7,112.473,5.4,5.676525821596243,126.6,0.64,47.56,130.94,19.0,87.9,43.3,1.3,49.8,6.2,26.599999999999998,59.900000000000006,14.4,44.699999999999996,4.17710843373494,7.151162790697675
2021-07-31,mm,0.0,70.2,35.7,27.89,0.4,4.2,23.05,18.3,0.1,28.8,290.8,1.0,1050.3999999999999,99.10000000000001,9.584,3.1,5.676525821596243,0.30000000000000004,0.22,29.869999999999997,21.72,19.5,0.8,1.5,1.6,1.0,0.9,10.299999999999999,46.6,1.1,38.9,4.17710843373494,7.151162790697675
2021-08-01,mm,0.0,69.5,31.3,32.49,0.5,27.200000000000003,91.17,7.1,4.3,46.0,243.5,0.4,1008.3,60.800000000000004,41.142,1.9,5.676525821596243,15.2,0.01,37.15,23.09,16.61,67.7,19.9,0.0,0.30000000000000004,5.9,47.5,16.5,1.2,63.7,4.17710843373494,7.151162790697675
2021-08-02,mm,0.0,111.4,61.5,29.89,2.5,55.41,203.45,40.6,0.0,66.36999999999999,284.5,37.5,1029.0,162.6,78.8,0.8,5.676525821596243,34.8,8.469999999999999,41.08,54.120000000000005,23.9,135.3,44.3,0.2,4.2,11.5,41.0,30.6,22.0,52.0,4.17710843373494,7.151162790697675
2021-08-03,mm,0.0,101.407,28.8,20.8,0.7,93.85000000000001,113.9,6.1000000000000005,4.9,23.900000000000002,313.5,70.9,1036.2,323.1,47.577,0.8,5.676525821596243,14.0,0.89,44.53,38.03,21.631,94.19999999999999,22.799999999999997,0.2,0.2,108.5,47.5,218.2,1.4,55.599999999999994,4.17710843373494,7.151162790697675
2021-08-04,mm,0.0,9.2,42.0,30.650000000000002,0.0,6.01,37.870000000000005,6.7,7.9,29.9,374.0,2.7,999.8,45.6,6.9,0.5,5.676525821596243,1.7999999999999998,2.21,29.63,7.62,9.8,51.7,0.6,0.0,0.2,2.3,10.299999999999999,31.5,0.0,9.4,4.17710843373494,7.151162790697675
2021-08-05,mm,0.0,23.0,57.9,30.46,0.1,17.49,72.97,6.8,1.3,23.4,276.6,0.30000000000000004,1249.2,41.0,36.077999999999996,0.4,5.676525821596243,20.099999999999998,0.41000000000000003,29.77,38.660000000000004,11.7,6.3,4.5,0.0,0.3,0.2,11.700000000000001,16.1,0.0,24.900000000000002,4.17710843373494,7.151162790697675
2021-08-06,mm,0.0,21.9,23.2,19.32,0.0,119.91,25.63,0.8999999999999999,1.9,23.1,174.70000000000002,31.3,1024.1,38.9,5.8999999999999995,0.2,5.676525821596243,0.7,0.21000000000000002,58.88999999999999,11.53,5.5,8.8,0.0,0.0,0.2,2.4,8.9,22.799999999999997,0.0,66.4,4.17710843373494,7.151162790697675
2021-08-07,mm,3.8,165.4,12.6,29.72,0.52,170.4,71.6,33.9,0.0,39.3,85.9,65.80000000000001,1346.8999999999999,147.3,55.55,0.2,5.676525821596243,0.0,0.01,48.99,10.08,4.3,77.3,0.0,0.1,3.4,0.8,110.6,60.3,0.0,48.8,4.17710843373494,7.151162790697675
2021-08-08,mm,7.319999999999999,185.95600000000002,26.9,21.74,42.0,15.2,346.02,213.1,0.0,102.22999999999999,139.4,15.7,1125.3999999999999,114.7,252.159,0.2,5.676525821596243,3.7,0.21000000000000002,34.18,26.0,18.6,131.0,0.0,46.0,51.2,0.0,37.900000000000006,33.199999999999996,211.0,217.3,4.17710843373494,7.151162790697675
2021-08-09,mm,0.43000000000000005,135.4,52.5,25.72,0.74,56.9,80.13,77.6,6.5,184.26000000000002,115.3,8.6,1065.1,118.5,109.033,0.0,5.676525821596243,21.7,0.01,32.05,36.3,20.837,41.5,0.1,18.8,59.800000000000004,3.8000000000000003,16.8,29.6,126.1,86.5,4.17710843373494,7.151162790697675
2021-08-10,mm,12.75,528.626,58.0,16.96,10.93,90.2,181.031,83.6,8.4,184.29,159.3,16.2,1135.7,113.1,347.494,0.1,5.676525821596243,99.3,0.11,32.980000000000004,133.0,24.1,11.100000000000001,6.6,8.3,10.1,8.6,8.4,76.5,109.7,177.9,4.17710843373494,7.151162790697675
2021-08-11,mm,0.0,124.5,47.1,26.909999999999997,10.03,100.39999999999999,305.14,165.0,9.0,76.0,145.79999999999998,36.8,1512.8,79.5,175.874,5.7,5.676525821596243,44.8,18.78,83.3,67.9,61.762,41.0,31.0,13.1,20.0,3.4000000000000004,27.2,93.30000000000001,144.8,59.599999999999994,4.17710843373494,7.151162790697675
2021-08-12,mm,9.266018018018016,1.3,18.861241217798593,33.97318376068377,0.4,0.37,53.0,64.7,19.41091113610799,54.599999999999994,75.78862144420131,0.4,1019.3,39.4,24.138,8.387361769352292,5.676525821596243,5.5,9.470978723404253,5.5600000000000005,30.2,29.3,5.6,28.4,28.172589304812835,0.1,7.959263607257204,0.0,0.0,3.8,45.7,4.17710843373494,7.151162790697675
2021-08-14,mm,0.15000000000000002,377.477,64.8,7.32,19.63,8.98,239.805,626.9,11.4,317.3,182.39999999999998,14.8,1069.6,132.0,220.91,16.3,5.676525821596243,45.8,1.9,33.97,144.4,44.2,117.7,0.9,224.9,119.5,14.2,129.6,47.3,205.79999999999998,421.8,4.17710843373494,7.151162790697675
2021-08-15,mm,0.02,9.0,30.0,7.2,0.1,45.77251867662754,34.29,84.69999999999999,0.0,1.7,20.400000000000002,29.170744336569577,3.2,0.0,39.572,8.387361769352292,5.676525821596243,2.9,0.01,48.2,11.4,50.51582465462274,1.9,0.0,46.5,6.6,0.0,15.4,9.8,169.3,33.0,4.17710843373494,7.151162790697675
2021-08-16,mm,1.5,298.229,53.4,62.379999999999995,12.67,90.22,262.091,254.6,59.3,185.1,148.0,33.9,1018.6,75.4,163.857,0.0,5.676525821596243,42.5,0.8,59.92,175.29999999999998,51.691,180.1,15.3,31.0,68.8,0.3,9.8,74.7,131.3,192.4,4.17710843373494,7.151162790697675
2021-08-17,mm,0.01,36.8,11.9,33.97318376068377,12.4,45.77251867662754,52.4,57.199999999999996,9.6,32.5,11.4,80.2,37.2,69.4,147.6,8.387361769352292,5.676525821596243,29.0,0.0,62.2,42.8,8.9,30.5,4.8,21.6,17.3,3.2,44.4,0.0,0.4,3.0999999999999996,4.17710843373494,7.151162790697675
2021-08-18,mm,0.0,169.75199999999998,51.6,23.71,0.46,152.84,79.89999999999999,200.7,12.4,93.80000000000001,145.9,20.4,1122.3,67.3,87.294,0.9,5.676525821596243,66.6,3.11,201.84,94.0,64.046,83.4,34.5,25.7,48.0,2.2,4.1000000000000005,66.4,93.1,115.8,4.17710843373494,7.151162790697675
2021-08-19,mm,0.0,89.2,25.8,49.4,8.790000000000001,5.5,127.2,112.1,0.0,52.9,1.9,32.3,248.8,0.3,62.3,1.9,5.676525821596243,12.8,0.0,53.72,46.4,5.8,33.1,12.8,51.1,43.5,0.4,17.8,18.7,7.3,45.5,4.17710843373494,7.151162790697675
2021-08-20,mm,0.0,204.413,48.5,40.83,26.89,35.03,256.4,321.4,0.0,57.2,84.8,27.1,1097.7,98.2,248.517,4.6,5.676525821596243,18.2,2.7,58.53,34.2,52.800000000000004,164.20000000000002,0.0,28.299999999999997,79.1,64.6,28.7,49.5,157.0,80.6,4.17710843373494,7.151162790697675
2021-08-21,mm,0.6,192.098,54.10000000000001,21.470000000000002,1.8599999999999999,49.27,189.5,49.8,29.299999999999997,191.28,137.4,6.3999999999999995,827.0,191.3,79.045,0.1,5.676525821596243,55.800000000000004,3.42,36.62,111.6,16.945,61.3,36.1,2.2,3.6,0.0,17.3,146.1,172.1,179.6,4.17710843373494,7.151162790697675
2021-08-22,mm,0.0,178.8,56.0,21.119999999999997,0.31,146.79999999999998,87.8,15.0,0.0,161.4,118.79999999999998,62.3,1230.7,193.0,33.0,11.9,5.676525821596243,3.3,2.6,113.85,15.0,19.4,72.89999999999999,14.200000000000001,0.1,0.2,53.400000000000006,11.600000000000001,125.9,2.8,47.1,4.17710843373494,7.151162790697675
2021-08-23,mm,0.0,184.731,35.6,32.97,20.21,47.84,86.079,221.29999999999998,0.0,33.5,168.39999999999998,42.6,998.8,27.6,27.592,2.2,5.676525821596243,11.1,4.89,179.32999999999998,10.1,54.308,110.7,0.8,37.2,42.9,75.0,21.1,25.3,79.19999999999999,173.7,4.17710843373494,7.151162790697675
2021-08-24,mm,0.1,130.192,27.0,72.59,0.6,87.84,62.7,271.8,29.599999999999998,68.0,136.3,106.7,658.6,22.0,88.12499999999999,14.3,5.676525821596243,41.4,16.060000000000002,145.76,18.2,31.285,69.2,1.4,49.6,58.3,41.3,30.299999999999997,80.1,176.3,188.9,4.17710843373494,7.151162790697675
2021-08-25,mm,0.0,243.70600000000002,40.400000000000006,43.41,0.49,82.56,27.8,340.6,0.1,13.0,186.0,6.800000000000001,520.2,57.300000000000004,54.801,0.1,5.676525821596243,117.5,52.89,18.02,31.700000000000003,61.239,25.7,0.5,80.89999999999999,59.10000000000001,97.2,7.7,57.300000000000004,153.1,279.8,4.17710843373494,7.151162790697675
2021-08-26,mm,0.0,48.542,38.9,15.94,0.83,8.31,106.745,113.8,7.8,6.5,135.3,9.9,28.4,6.4,86.732,8.387361769352292,5.676525821596243,78.7,83.31,66.75999999999999,28.3,25.813000000000002,17.8,1.9,99.5,92.10000000000001,2.9,21.8,16.9,214.70000000000002,152.1,4.17710843373494,7.151162790697675
2021-08-27,mm,0.07,129.566,36.5,21.130000000000003,13.66,37.699999999999996,212.976,73.39999999999999,25.900000000000002,94.4,187.79999999999998,8.1,82.5,122.5,130.399,8.387361769352292,5.676525821596243,132.0,61.580000000000005,39.17,90.4,41.867,32.5,27.5,2.8,30.7,0.0,4.6000000000000005,185.2,77.9,90.8,4.17710843373494,7.151162790697675
2021-08-28,mm,0.0,77.075,53.6,17.770000000000003,15.43,41.809999999999995,115.598,281.0,0.1,8.9,116.10000000000001,7.0,96.9,2.0,115.31,8.387361769352292,5.676525821596243,50.3,17.81,25.77,34.6,68.762,66.4,32.6,27.3,78.39999999999999,2.0,1.7999999999999998,232.0,181.89999999999998,98.8,4.17710843373494,7.151162790697675
2021-08-29,mm,0.0,154.279,32.9,35.72,0.2,87.56,104.733,113.0,33.2,124.7,88.2,6.2,51.400000000000006,25.0,25.951999999999998,8.387361769352292,5.676525821596243,13.2,4.06,27.7,113.8,7.9,67.0,7.699999999999999,40.1,90.60000000000001,0.2,14.0,23.3,1.6,146.1,4.17710843373494,7.151162790697675
2021-08-30,mm,0.0,344.363,118.8,44.47,0.9099999999999999,160.39000000000001,180.2,518.5,0.3,36.1,155.0,50.0,1063.5,181.4,76.913,0.3,5.676525821596243,53.599999999999994,7.45,237.51,82.0,23.6,356.5,0.8,69.8,140.5,62.5,163.4,82.5,23.700000000000003,447.8,4.17710843373494,7.151162790697675
2021-08-31,mm,0.0,155.744,104.6,15.88,37.019999999999996,41.779999999999994,318.0,83.2,4.0,49.6,112.4,15.0,1070.8,32.2,307.507,9.1,5.676525821596243,13.5,11.64,45.78,29.1,32.5,121.2,0.0,23.9,11.4,33.9,28.200000000000003,26.9,22.7,101.5,4.17710843373494,7.151162790697675
2021-09-01,mm,0.0,64.224,64.5,1.8,1.77,63.550000000000004,99.4,26.1,0.0,135.70000000000002,108.4,4.8,1087.3999999999999,116.0,47.811,0.4,5.676525821596243,58.3,14.91,20.53,56.29,35.4,35.0,25.7,9.8,0.7,82.4,72.7,31.2,86.1,91.5,4.17710843373494,7.151162790697675
2021-09-02,mm,0.0,79.372,45.0,1.79,0.56,15.07,38.1,1.2,0.0,39.5,119.4,4.3,1092.3999999999999,40.2,19.351,0.5,5.676525821596243,1.7,8.91,35.03,21.0,42.8,2.0,0.4,1.6,0.2,0.0,3.3,29.5,0.6,28.5,4.17710843373494,7.151162790697675
2021-09-03,mm,0.0,70.15599999999999,30.0,20.349999999999998,0.66,68.30000000000001,141.9,18.8,24.4,83.53,203.0,3.2,1219.6,33.2,25.445,0.0,5.676525821596243,51.599999999999994,9.22,19.56,63.53,60.3,39.6,46.5,0.5,1.6,1.5,3.1,32.5,1.8,189.20000000000002,4.17710843373494,7.151162790697675
2021-09-04,mm,0.0,275.692,35.8,15.82,0.28,242.61,72.3,135.7,0.0,45.04,128.0,63.6,1056.3,228.6,42.957,11.5,5.676525821596243,5.0,8.44,40.459999999999994,12.120000000000001,10.919,80.9,6.8,8.3,24.5,4.4,27.5,196.7,15.3,35.6,4.17710843373494,7.151162790697675
2021-09-05,mm,0.0,193.781,62.9,23.29,17.509999999999998,62.97,118.60000000000001,220.0,17.4,50.900000000000006,116.1,60.800000000000004,1227.3,27.8,71.44,5.5,5.676525821596243,28.8,18.59,45.57,45.83,22.568,137.1,0.5,135.0,13.4,10.0,121.5,32.0,39.1,230.4,4.17710843373494,7.151162790697675
2021-09-06,mm,0.0,130.70499999999998,82.2,51.69,14.4,66.2,135.8,487.0,7.7,148.9,216.3,43.9,1083.2,92.5,103.89999999999999,19.9,5.676525821596243,141.3,14.12,67.74,305.96999999999997,88.695,183.7,32.7,67.9,61.800000000000004,40.5,128.5,51.0,243.6,401.3,4.17710843373494,7.151162790697675
2021-09-07,mm,0.0,192.138,88.1,21.450000000000003,4.97,79.27000000000001,67.0,80.7,0.1,35.9,182.6,100.1,1168.8,41.2,84.94,34.3,5.676525821596243,4.299999999999999,14.07,26.32,18.77,48.848,112.1,0.0,9.200000000000001,16.0,26.299999999999997,107.6,65.8,36.5,141.2,4.17710843373494,7.151162790697675
2021-09-08,mm,0.0,270.893,57.0,11.639999999999999,1.45,34.8,50.9,161.4,0.5,22.299999999999997,104.19999999999999,2.7,1260.7,51.699999999999996,110.659,0.7,5.676525821596243,6.6000000000000005,51.989999999999995,23.68,9.27,32.6,14.4,0.4,42.2,21.8,6.4,35.0,38.900000000000006,139.0,231.3,4.17710843373494,7.151162790697675
2021-09-09,mm,0.0,161.75,42.1,17.380000000000003,0.6000000000000001,156.68,96.8,9.0,44.599999999999994,78.5,194.70000000000002,2.2,1201.3,79.89999999999999,10.895,0.0,5.676525821596243,47.7,13.84,35.59,7.7299999999999995,10.4,41.9,4.7,0.2,6.4,4.2,25.5,52.3,19.4,102.2,4.17710843373494,7.151162790697675
2021-09-10,mm,0.0,649.7379999999999,108.3,44.89,12.420000000000002,53.6,433.6,226.2,56.3,189.4,261.49999999999994,2.0,1150.7,75.9,190.579,0.3,5.676525821596243,80.6,10.51,26.400000000000002,164.34,55.3,74.2,29.4,13.6,33.3,19.0,108.4,87.5,54.6,140.4,4.17710843373494,7.151162790697675
